"","text","id","conversation_id","created_at.x","lang","possibly_sensitive","author_id","reply_settings","in_reply_to_user_id","location","name","username","protected","verified","description","profile_image_url","created_at.y","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","geo_place_id","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","url","pinned_tweet_id","text_with_display_links"
"54","@MistressMelee At least your here before the red tide starts 🤢. ","1238178702434893825","1237980096247541760",2020-03-12 19:03:01,"en",FALSE,"1141169843028316163","everyone","1065037434625363968",NA,"WhereJoeGoes","WhereJoeGoes1",FALSE,FALSE,"My hope is that my art will be an inspiration to others to travel, experience nature, and get out of your comfort zone.","https://pbs.twimg.com/profile_images/1141169993348014083/BLle4_zG_normal.jpg","2019-06-19T02:24:27.000Z",0,0,0,0,0,"8c1a061c37aea043",276,243,3776,1,"https://t.co/j5HbExoc0i",NA,"@MistressMelee At least your here before the red tide starts 🤢"
"55","Can’t believe that the algae/moss will grow on a yo and everything here in #florida . #powerwashing #cleanup #poolscreenrooms #krudkutter @ Pasco, Florida . https   www instagram com p CDy5zeEgOBcTI19nzoVVlQ9vqbRcRvc_S00LPU0","1293579705325584392","1293579705325584392",2020-08-12 16:06:49,"en",FALSE,"616661209","everyone",NA,"California, USA","Falcon M.","Falcon__Mac",FALSE,FALSE,"Part time Coach/Partner, full time Dad, Veteran. Athletics/Jendro Softball, Ausi00 Jesse00. MVHS Vball Cole26 Follow @Austin85053961 ** Matthew 5:9 🇺🇸🇬🇧🇨🇺","https://pbs.twimg.com/profile_images/1245350803931459591/trDF6Rxv_normal.jpg","2012-06-24T01:56:31.000Z",0,0,0,0,0,"4ec01c9dbc693497",157,875,8245,28,"https://t.co/v6IRS2z41y",NA,"Can’t believe that the algae/moss will grow on a yo and everything here in #florida . #powerwashing #cleanup #poolscreenrooms #krudkutter @ Pasco, Florida https://t.co/leamNzY3M6"
"56","I was just at the beach. Can confirm there is no red tide. . https   twitter com realDonaldTrump status 1317496034034057216","1317522719399907330","1317522719399907330",2020-10-17 17:47:49,"en",FALSE,"15757017","everyone",NA,"Asheville, NC","Jack Whidden","JackWhidden3",FALSE,FALSE,"Contenting for @AshevilleCitySC. Coffee snob, FAU graduate, Aston Villa obsessed. TPA ➡ AVL","https://pbs.twimg.com/profile_images/1515491660024762371/UteQjS1M_normal.jpg","2008-08-06T23:58:54.000Z",0,3,17,0,0,"0003df7b402165e0",2073,1769,41393,26,"https://t.co/XHXXq7SDFC","1450474104881025035","I was just at the beach. Can confirm there is no red tide. https://t.co/bysK8q9cOg"
"57","@JackWhidden3 I see Emperor Ego picked Bama tonight. ","1317523349573087233","1317522719399907330",2020-10-17 17:50:19,"en",FALSE,"1567163551","everyone","15757017","St Petersburg, FL","Carl Zee","c350Zee",FALSE,FALSE,"USF alumni from a Northwestern family. Rowdies, Bolts, Bears. Beware of politics; opinions & related tweets into the void are my own. He/Him","https://pbs.twimg.com/profile_images/1408969179642933248/k5mWPM0B_normal.jpg","2013-07-04T02:32:09.000Z",0,0,0,0,0,NA,381,659,34379,3,NA,"1521808846347554816","@JackWhidden3 I see Emperor Ego picked Bama tonight"
"58","@JackWhidden3 Roll tide. ","1317524879038730247","1317522719399907330",2020-10-17 17:56:24,"sv",FALSE,"777682319863910400","everyone","15757017",NA,"Tanner Spearman","tannerspearman",FALSE,FALSE,"Christian | Sports Editor, @GvilleRegister | Louisiana Tech '18 | Oklahoma State '20 | @OColly alum | Sorry for the wrestling tweets","https://pbs.twimg.com/profile_images/1548882479813206016/t8mS0l7Y_normal.jpg","2016-09-19T01:34:48.000Z",0,0,0,0,0,NA,1133,1101,150764,12,"https://t.co/ZPMmKCC7uv",NA,"@JackWhidden3 Roll tide"
"59","@JackWhidden3 Was gonna say, what about Crimson Tide?. ","1317526734607089664","1317522719399907330",2020-10-17 18:03:46,"en",FALSE,"2956188293","everyone","15757017",NA,"The Post-Inflation Economy","GielinorCapital",FALSE,FALSE,"Literally just spend less money. Do it. However you can do it.","https://pbs.twimg.com/profile_images/1269369918287499266/VRHg3wL5_normal.jpg","2015-01-02T06:58:36.000Z",0,0,0,0,0,NA,78,418,3136,0,"https://t.co/mDep2aJfRj",NA,"@JackWhidden3 Was gonna say, what about Crimson Tide?"
"60","Mangroves reduce erosion &amp; improve water quality by absorbing nutrients from stormwater runoff that can cause harmful algae blooms offshore. Reduce pollution by never putting chemicals into storm drains. Info from Pasco County Public Works.  #KeepPascoWatersBeautiful . https   twitter com KeepPascoBu2ful status 1340087917214130178 photo 1","1340087917214130178","1340087917214130178",2020-12-19 00:13:51,"en",FALSE,"3170646208","everyone",NA,"Pasco County, FL","KeepPascoBeautiful","KeepPascoBu2ful",FALSE,FALSE,"To promote better methods to reduce litter and waste, to recycle, and to landscape and beautify our neighborhoods.","https://pbs.twimg.com/profile_images/588433551047049217/vldPsy1j_normal.jpg","2015-04-15T17:03:55.000Z",0,0,0,0,0,"79dc2655046fbc40",609,482,1486,17,"https://t.co/Lp6Es4MEqT",NA,"Mangroves reduce erosion &amp; improve water quality by absorbing nutrients from stormwater runoff that can cause harmful algae blooms offshore. Reduce pollution by never putting chemicals into storm drains. Info from Pasco County Public Works.  #KeepPascoWatersBeautiful https://t.co/8KVTW0QOn9"
"61","@iammattcote I am seeing so much red right now it’s crazy. Fertilizers, sugar, guns &amp; mining run the GOP. Algae bloom &amp; red tide will kill the fish, beaches &amp; tourists. DeSantis too busy telling businesses what they can’t do to keep own customers safe during a pandemic to notice.. ","1378816818291310594","1378797660182827011",2021-04-04 21:08:41,"en",FALSE,"736302092973932545","everyone","736302092973932545","San Antonio, FL","DJ Verhoest","SportsandRving",FALSE,FALSE,"(Diane) Sports & Entertainment Acct. Born New England. Ret teacher to FL. Orlando Pride, NWSL, USWNT, BC Eagles, TBLightning! NonSports acct: @lfsgd_diane","https://pbs.twimg.com/profile_images/1467974901575430145/keALqqjl_normal.jpg","2016-05-27T21:04:33.000Z",0,0,0,0,0,"0078551d41f411af",470,1419,27905,13,NA,NA,"@iammattcote I am seeing so much red right now it’s crazy. Fertilizers, sugar, guns &amp; mining run the GOP. Algae bloom &amp; red tide will kill the fish, beaches &amp; tourists. DeSantis too busy telling businesses what they can’t do to keep own customers safe during a pandemic to notice."
"62","Ocean fires, red tide, algae bloom, Piney Point… How’s the Florida fish @marcorubio @SenRickScott? #EyesWideOpen . https   twitter com EoinHiggins_ status 1411075158006284290","1411352153466212360","1411352153466212360",2021-07-03 15:52:29,"en",FALSE,"1045136112","everyone",NA,"San Antonio, Fl","Diane Verhoest","lfsgd_diane",FALSE,FALSE,"Retired Teacher. FL via NH via MA. Equality Advocate since '68. Not stopping now. Pass the damn ERA! My Sports & entertainment Acct: @SportsandRving","https://pbs.twimg.com/profile_images/1570914858442309640/CHcBIOgg_normal.jpg","2012-12-29T15:16:02.000Z",0,0,0,1,0,"0078551d41f411af",2130,4627,156474,96,NA,"1144261559142748160","Ocean fires, red tide, algae bloom, Piney Point… How’s the Florida fish @marcorubio @SenRickScott? #EyesWideOpen https://t.co/A0jgT7VkEI"
"63","No Red Tide relief in sight as dead fish overwhelm St. Petersburg, #Florida 
 . https   news wjct org state news 2021 07 15 no red tide relief in sight as dead fish overwhelm st petersburg 13","1415898476056092681","1415898476056092681",2021-07-16 04:57:57,"en",FALSE,"790577978","everyone",NA,"Florida, USA","John Poindexter 🇺🇸 & 🇺🇦","johnhpoindexter",FALSE,FALSE,"Aviation Consultant ✈️ Aircraft Trader #Pilot FAA COMM PILOT | Proud Father, Global Traveler 60+ Countries, #NBA 🏀 fan | World 🌎 Events & Geopolitics","https://pbs.twimg.com/profile_images/1581651799785750529/8NqYHf3J_normal.jpg","2012-08-30T01:50:13.000Z",0,0,0,0,0,"01b3cd14363fbf47",9622,10587,20998,81,"https://t.co/9ILemubG5z","1301355723847282690","No Red Tide relief in sight as dead fish overwhelm St. Petersburg, #Florida 
 https://t.co/mo6mkzUwy1"
"64","No Florida border. Red tide, Covid kills at home. Oh. Florida taxpayer $? #DeSantisPhotoOp . https   twitter com GovRonDeSantis status 1416563871670734849","1416814289038479367","1416814289038479367",2021-07-18 17:37:04,"en",FALSE,"1045136112","everyone",NA,"San Antonio, Fl","Diane Verhoest","lfsgd_diane",FALSE,FALSE,"Retired Teacher. FL via NH via MA. Equality Advocate since '68. Not stopping now. Pass the damn ERA! My Sports & entertainment Acct: @SportsandRving","https://pbs.twimg.com/profile_images/1570914858442309640/CHcBIOgg_normal.jpg","2012-12-29T15:16:02.000Z",0,0,0,0,0,"0078551d41f411af",2130,4627,156474,96,NA,"1144261559142748160","No Florida border. Red tide, Covid kills at home. Oh. Florida taxpayer $? #DeSantisPhotoOp https://t.co/LPVXRbwnYn"
"65","Send Abbott the bill for your trip &amp; Florida services. Florida taxpayers busy w/ red tide, Covid surge, bldgs falling, algae bloom. #Texas #FloridA . https   twitter com GovRonDeSantis status 1416549919981244419","1416880857340653573","1416880857340653573",2021-07-18 22:01:35,"en",FALSE,"1045136112","everyone",NA,"San Antonio, Fl","Diane Verhoest","lfsgd_diane",FALSE,FALSE,"Retired Teacher. FL via NH via MA. Equality Advocate since '68. Not stopping now. Pass the damn ERA! My Sports & entertainment Acct: @SportsandRving","https://pbs.twimg.com/profile_images/1570914858442309640/CHcBIOgg_normal.jpg","2012-12-29T15:16:02.000Z",0,0,0,0,0,"0078551d41f411af",2130,4627,156474,96,NA,"1144261559142748160","Send Abbott the bill for your trip &amp; Florida services. Florida taxpayers busy w/ red tide, Covid surge, bldgs falling, algae bloom. #Texas #FloridA https://t.co/OHaalD5G0X"
"66","Like Ignore Red tide, algae bloom, Covid surges, fish kills, fertilizer plant leaks, school &amp; night club shootings, but tell businesses what they CAN’T do to protect customers. #FloridaFailingGovernors #FLORIDA . https   twitter com SenRickScott status 1416823451059372039","1416915153363390465","1416915153363390465",2021-07-19 00:17:52,"en",FALSE,"1045136112","everyone",NA,"San Antonio, Fl","Diane Verhoest","lfsgd_diane",FALSE,FALSE,"Retired Teacher. FL via NH via MA. Equality Advocate since '68. Not stopping now. Pass the damn ERA! My Sports & entertainment Acct: @SportsandRving","https://pbs.twimg.com/profile_images/1570914858442309640/CHcBIOgg_normal.jpg","2012-12-29T15:16:02.000Z",1,0,1,0,0,"0078551d41f411af",2130,4627,156474,96,NA,"1144261559142748160","Like Ignore Red tide, algae bloom, Covid surges, fish kills, fertilizer plant leaks, school &amp; night club shootings, but tell businesses what they CAN’T do to protect customers. #FloridaFailingGovernors #FLORIDA https://t.co/YxgSomKDRy"
"67","@DavidJollyFL Florida is red in lots of ways. Red tide included. So why in Utah.. ","1420615238123200513","1420527224881651712",2021-07-29 05:20:41,"en",FALSE,"1045136112","everyone","2178681566","San Antonio, Fl","Diane Verhoest","lfsgd_diane",FALSE,FALSE,"Retired Teacher. FL via NH via MA. Equality Advocate since '68. Not stopping now. Pass the damn ERA! My Sports & entertainment Acct: @SportsandRving","https://pbs.twimg.com/profile_images/1570914858442309640/CHcBIOgg_normal.jpg","2012-12-29T15:16:02.000Z",0,0,0,0,0,"0078551d41f411af",2130,4627,156474,96,NA,"1144261559142748160","@DavidJollyFL Florida is red in lots of ways. Red tide included. So why in Utah."
"68","@CatByDesign Brevis, the single-celled organism that triggers red tide and harms sea life and humans. The algae produces a neurotoxin that, in large quantities, triggers 'fish kills' by depriving the water of necessary oxygen.. ","1420887079031119872","1420591583926312961",2021-07-29 23:20:53,"en",FALSE,"1190778635332009984","everyone","1275667582083829760","#FascistFloriduh","Gregory Thomas","gregdemarco1964",FALSE,FALSE,"vigilant doubter","https://pbs.twimg.com/profile_images/1190779182466445312/GKCFzApx_normal.jpg","2019-11-02T23:52:24.000Z",2,1,2,1,0,"0190556f56729d0c",2002,5007,70402,6,NA,NA,"@CatByDesign Brevis, the single-celled organism that triggers red tide and harms sea life and humans. The algae produces a neurotoxin that, in large quantities, triggers 'fish kills' by depriving the water of necessary oxygen."
"69","@FaneuilHall Shopping outlet mall in FloridaBeaches are filled with red tide dead  fish. ","1421483716447178752","1421468203058749449",2021-07-31 14:51:42,"en",FALSE,"510755849","everyone","76212176","Earth","spike","TallGuy_007",FALSE,FALSE,"2 meters X 137 Kg love music out door's (youtube channel) . https://t.co/XZGoTsuZGH $surferjo :cash app","https://pbs.twimg.com/profile_images/484370902147424257/W6mUy5si_normal.jpeg","2012-03-01T19:52:36.000Z",0,0,0,0,0,"0003df7b402165e0",563,520,80994,63,"https://t.co/16SXnstngR","1599199168807186432","@FaneuilHall Shopping outlet mall in FloridaBeaches are filled with red tide dead  fish"
"70","For fertizer questions go to Pasco Fertilizer Ordinance. No. 14-16.
Improper use of fertilizer causes pollution &amp; algae blooms in waterways. Professional companies are trained to apply fertilizer properly &amp; should be used.
Please take Pasco County's survey  . https   www surveymonkey com r SL8TNCJ. https   twitter com KeepPascoBu2ful status 1423009556196646914 photo 1","1423009556196646914","1423009556196646914",2021-08-04 19:54:51,"en",FALSE,"3170646208","everyone",NA,"Pasco County, FL","KeepPascoBeautiful","KeepPascoBu2ful",FALSE,FALSE,"To promote better methods to reduce litter and waste, to recycle, and to landscape and beautify our neighborhoods.","https://pbs.twimg.com/profile_images/588433551047049217/vldPsy1j_normal.jpg","2015-04-15T17:03:55.000Z",0,0,1,0,0,"f385a5dfa0c1d8ca",609,482,1486,17,"https://t.co/Lp6Es4MEqT",NA,"For fertizer questions go to Pasco Fertilizer Ordinance. No. 14-16.
Improper use of fertilizer causes pollution &amp; algae blooms in waterways. Professional companies are trained to apply fertilizer properly &amp; should be used.
Please take Pasco County's survey https://t.co/FRt4szY2K4 https://t.co/P9tTPMzL9W"
"71","@bblock29 #Worstgovernorever DeSantis has a platform of dead kids. Dead manatees and Red Tide.. ","1423107880773881862","1423070654014894081",2021-08-05 02:25:33,"en",FALSE,"26801457","everyone","1949789970","New Port Richey, FL","Ina Bobina","HappyNightOwl",FALSE,FALSE,"❤️’s to wander the world, believes in the wonder of nature, Florida woman (very different from Florida man). Not all who wander are lost.","https://pbs.twimg.com/profile_images/1522800177383362565/DbsdTmum_normal.jpg","2009-03-26T17:39:38.000Z",0,0,1,0,0,"00b6dd7160a5af36",277,1554,12102,6,NA,NA,"@bblock29 #Worstgovernorever DeSantis has a platform of dead kids. Dead manatees and Red Tide."
"72","@MardyKing1 Thank you!!! So happy that red tide is gone!. ","1424026955159064577","1423809811091755013",2021-08-07 15:17:37,"en",FALSE,"1472916036","everyone","569608187","Wesley Chapel, FL","Movin'itwithMichelle","MichelleMovinIt",FALSE,FALSE,"Retired Air Force MSgt, Wanna be Chef, Marathoner, Writer,  and photographer. I’d rather be at the beach-always.","https://pbs.twimg.com/profile_images/1271999192454569984/eUTV2QVu_normal.jpg","2013-05-31T19:44:32.000Z",0,0,1,0,0,"0003df7b402165e0",1469,1197,15585,48,"https://t.co/WXVb0NW5wt",NA,"@MardyKing1 Thank you!!! So happy that red tide is gone!"
"73","@Joseph_Rhea Probably red tide or some crazy new tide we haven't heard of b4 lol 🙄. ","1426710051964833799","1426654564162412549",2021-08-15 00:59:18,"en",FALSE,"1086806768863322112","everyone","166619933","Hudson, FL","Writer Wendy Doyle Palumbo","SuperWendyWoman",FALSE,FALSE,"Writer, Spiritual Badass","https://pbs.twimg.com/profile_images/1591858760569573378/44RxH7QJ_normal.jpg","2019-01-20T02:05:00.000Z",0,0,1,0,0,"0190556f56729d0c",4939,5117,3611,39,"https://t.co/VlUPmz1X5S","1235551353432309761","@Joseph_Rhea Probably red tide or some crazy new tide we haven't heard of b4 lol 🙄"
"74","@rwbarr01 @RemoveRon No its to promote regeneron one of his biggest supporters. Paying him with state funds he didn't understand how algae grows he damned sure don't understand herd immunity.. ","1431121932309745665","1430882591989710852",2021-08-27 05:10:32,"en",FALSE,"71126299","everyone","85586566","Florida, USA","MEET LUDICROUS","komondors",FALSE,FALSE,"Meet Ludicrous 
😊🙋🚜😎🇬🇧🇺🇸🆘♋
#resist #voteblue 
winning is a mind set
block drama queens, bots an annoying dt supporters.","https://pbs.twimg.com/profile_images/1223292486795264001/kcaJQIYN_normal.jpg","2009-09-03T00:44:30.000Z",0,0,2,0,0,"0159c4115ad819dd",3612,4850,29631,2,NA,"1589253445642510343","@rwbarr01 @RemoveRon No its to promote regeneron one of his biggest supporters. Paying him with state funds he didn't understand how algae grows he damned sure don't understand herd immunity."
"75","Improper fertilizing harms water quality - polluting waterways and creating algae blooms. Pasco County’s fertilizer ordinance is designed to protect our waters. 
Please take the survey to share your thoughts on fertilizer use  . . https   www surveymonkey com r SL8TNCJ. https   twitter com KeepPascoBu2ful status 1437526597289054218 photo 1","1437526597289054218","1437526597289054218",2021-09-13 21:20:23,"en",FALSE,"3170646208","everyone",NA,"Pasco County, FL","KeepPascoBeautiful","KeepPascoBu2ful",FALSE,FALSE,"To promote better methods to reduce litter and waste, to recycle, and to landscape and beautify our neighborhoods.","https://pbs.twimg.com/profile_images/588433551047049217/vldPsy1j_normal.jpg","2015-04-15T17:03:55.000Z",1,2,1,0,0,"8c1a061c37aea043",609,482,1486,17,"https://t.co/Lp6Es4MEqT",NA,"Improper fertilizing harms water quality - polluting waterways and creating algae blooms. Pasco County’s fertilizer ordinance is designed to protect our waters. 
Please take the survey to share your thoughts on fertilizer use https://t.co/FRt4szY2K4 . https://t.co/kZrRsTcOrz"
"76","This link will take you to Pasco County's fertilizer ordinance . https   www pascocountyfl net DocumentCenter View 15999 Fertilizer Ordinance 14 16","1437526887887212548","1437526597289054218",2021-09-13 21:21:32,"en",FALSE,"3170646208","everyone","3170646208","Pasco County, FL","KeepPascoBeautiful","KeepPascoBu2ful",FALSE,FALSE,"To promote better methods to reduce litter and waste, to recycle, and to landscape and beautify our neighborhoods.","https://pbs.twimg.com/profile_images/588433551047049217/vldPsy1j_normal.jpg","2015-04-15T17:03:55.000Z",0,0,1,0,0,"8c1a061c37aea043",609,482,1486,17,"https://t.co/Lp6Es4MEqT",NA,"This link will take you to Pasco County's fertilizer ordinance https://t.co/mpxjzSjBlx"
"77","Here are tips to reduce your fertilizer use . https   www pascocountyfl net 2809 Reduce Fertilizer Usagehttps   www pascocountyfl net 2809 Reduce Fertilizer Usage","1437527037900640261","1437526597289054218",2021-09-13 21:22:08,"en",FALSE,"3170646208","everyone","3170646208","Pasco County, FL","KeepPascoBeautiful","KeepPascoBu2ful",FALSE,FALSE,"To promote better methods to reduce litter and waste, to recycle, and to landscape and beautify our neighborhoods.","https://pbs.twimg.com/profile_images/588433551047049217/vldPsy1j_normal.jpg","2015-04-15T17:03:55.000Z",0,0,1,0,0,"8c1a061c37aea043",609,482,1486,17,"https://t.co/Lp6Es4MEqT",NA,"Here are tips to reduce your fertilizer use https://t.co/Lt39loHT6j"
"78","@3rdWheelJordyn I read it was from a blue green algae that is eaten by crustaceans in shore. The big offshore ones never really have that.. ","1456046814738718721","1456033117920190468",2021-11-03 23:53:07,"en",FALSE,"374792308","everyone","268950254","Florida, USA","KSB","KSBruno9",FALSE,FALSE,"Texas Aggie ‘93. Football, cooking, and science. AL born LA home TX Aggie IN Boiler WA-CA-FL Personal account. Follow at your own risk.","https://pbs.twimg.com/profile_images/1537632598196899843/7wlpmrZM_normal.jpg","2011-09-16T23:31:06.000Z",0,1,1,0,0,"0003df7b402165e0",749,2211,52337,33,NA,"914663334548447232","@3rdWheelJordyn I read it was from a blue green algae that is eaten by crustaceans in shore. The big offshore ones never really have that."
"79","@tommychong @coralcrf @PonyoInu @elonmusk Yes They Are Growing Coral In glass tanks In Buildings. From Little Tiny Corals they are Growing them to restore reefs 
  But we Keep Losing them thar sea Cows. 
 About 900 a Year. @codeofvets 
 We put So Much Fertilizer on our Lawns Which run into the Coastline helping Red Tide. ","1463669148765114370","1463664723656945668",2021-11-25 00:41:33,"en",FALSE,"4916069896","everyone","64857767","New Port Richey, FL","LillROY Jimi Says 12","SaysJimi",FALSE,FALSE,"Navy1981 near Azores in 80 Oct I Brought Comm. Leading to rendelshem.England Event. NJ 1963-64 on railroadTracks I met,Jimi Hendrix weTalked Greatly of UFO 👽🐦","https://pbs.twimg.com/profile_images/1332314278695727106/_cgUI5Iu_normal.jpg","2016-02-15T22:07:43.000Z",0,1,9,0,0,"79dc2655046fbc40",754,913,15569,2,NA,"911278327977119744","@tommychong @coralcrf @PonyoInu @elonmusk Yes They Are Growing Coral In glass tanks In Buildings. From Little Tiny Corals they are Growing them to restore reefs 
  But we Keep Losing them thar sea Cows. 
 About 900 a Year. @codeofvets 
 We put So Much Fertilizer on our Lawns Which run into the Coastline helping Red Tide"
"80","Many manatees are dying from starvation.  They thrive on seagrass, but it is disappearing due to the increase in algae blooms, fed by residential fertilizer. To learn more, go to  .   #keeppascowatersbeautiful #fertilizerawareness . https   www keeppascobeautiful org fertilizerawareness. https   twitter com KeepPascoBu2ful status 1524049868985147393 photo 1","1524049868985147393","1524049868985147393",2022-05-10 15:32:58,"en",FALSE,"3170646208","everyone",NA,"Pasco County, FL","KeepPascoBeautiful","KeepPascoBu2ful",FALSE,FALSE,"To promote better methods to reduce litter and waste, to recycle, and to landscape and beautify our neighborhoods.","https://pbs.twimg.com/profile_images/588433551047049217/vldPsy1j_normal.jpg","2015-04-15T17:03:55.000Z",0,0,0,0,0,"f385a5dfa0c1d8ca",609,482,1486,17,"https://t.co/Lp6Es4MEqT",NA,"Many manatees are dying from starvation.  They thrive on seagrass, but it is disappearing due to the increase in algae blooms, fed by residential fertilizer. To learn more, go to https://t.co/6PzQTi1HJh .   #keeppascowatersbeautiful #fertilizerawareness https://t.co/XtUVQbJ318"
"81","@CTVLethbridge Can't just say they lost you have to say they ""narrowly lost,"" even if it was a ripple red tide it was tiny enough to boot Nancy Pelosi out of that seat.. ","1593265225192595456","1593264802729705472",2022-11-17 15:30:05,"en",FALSE,"44873670","everyone","152004319","Florida, USA","🌴Ƒℓorida ʍ๏xi 🍊☀️🌺","Moxi_Mimi",FALSE,FALSE,"DAR Daughter 🇺🇲 
📜Genealogy researcher 
📷 photography 
Artist🎨

You don’t walk away from a failed coup
but they succeeded.","https://pbs.twimg.com/profile_images/1606380696125276160/CTxWiQJw_normal.jpg","2009-06-05T11:40:32.000Z",0,0,0,0,0,"2d1b0aee7297f004",1077,137,60711,5,NA,NA,"@CTVLethbridge Can't just say they lost you have to say they ""narrowly lost,"" even if it was a ripple red tide it was tiny enough to boot Nancy Pelosi out of that seat."
