"","text","conversation_id","in_reply_to_user_id","author_id","reply_settings","possibly_sensitive","lang","created_at.x","id","verified","location","profile_image_url","username","description","created_at.y","name","protected","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","geo_place_id","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","pinned_tweet_id","url","text_with_display_links"
"30",". https   ca news yahoo com red tide awakening floridas environmental woes hurt gops scott senate race 090044270 html","1055445572436615170",NA,"61768027","everyone",FALSE,"zxx",2018-10-25 13:06:48,"1055445572436615170",FALSE,"West Coast of Central Florida","https://pbs.twimg.com/profile_images/1572640573470687234/rf4cOXod_normal.jpg","paulmcclintock","Long retired K9 LEO■
HACKER STILL UNFOLLOWING
HUNDREDS that FOLLOW ME!
🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑
TWITTER: PLEASE REFOLLOW ALL THAT FOLLOW ME!

@TWITTER SUPPORT 🛑","2009-07-31T13:16:49.000Z","Paul McClintock",FALSE,0,0,0,0,0,"41de88d76c42e840",18722,10680,414566,573,"1616828084233158656",NA,"https://t.co/qQPrYdX098"
"31"," . https   ca news yahoo com red tide awakening floridas environmental woes hurt gops scott senate race 090044270 html. https   twitter com paulmcclintock status 1055797035008475139 photo 1","1055797035008475139",NA,"61768027","everyone",FALSE,"zxx",2018-10-26 12:23:23,"1055797035008475139",FALSE,"West Coast of Central Florida","https://pbs.twimg.com/profile_images/1572640573470687234/rf4cOXod_normal.jpg","paulmcclintock","Long retired K9 LEO■
HACKER STILL UNFOLLOWING
HUNDREDS that FOLLOW ME!
🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑
TWITTER: PLEASE REFOLLOW ALL THAT FOLLOW ME!

@TWITTER SUPPORT 🛑","2009-07-31T13:16:49.000Z","Paul McClintock",FALSE,1,0,1,0,0,"41de88d76c42e840",18722,10680,414566,573,"1616828084233158656",NA,"https://t.co/qQPrYdX098 https://t.co/5WyjlZXDi7"
"32"," . https   ca news yahoo com red tide awakening floridas environmental woes hurt gops scott senate race 090044270 html. https   twitter com paulmcclintock status 1055798986974617607 photo 1","1055798986974617607",NA,"61768027","everyone",FALSE,"zxx",2018-10-26 12:31:08,"1055798986974617607",FALSE,"West Coast of Central Florida","https://pbs.twimg.com/profile_images/1572640573470687234/rf4cOXod_normal.jpg","paulmcclintock","Long retired K9 LEO■
HACKER STILL UNFOLLOWING
HUNDREDS that FOLLOW ME!
🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑
TWITTER: PLEASE REFOLLOW ALL THAT FOLLOW ME!

@TWITTER SUPPORT 🛑","2009-07-31T13:16:49.000Z","Paul McClintock",FALSE,0,0,0,0,0,"41de88d76c42e840",18722,10680,414566,573,"1616828084233158656",NA,"https://t.co/qQPrYdX098 https://t.co/wLmeA7VvvD"
"33","To all who jumped off the #TrumpTrain and changed from the Red Tide to the #BlueWave we thank you and welcome you. Thank you for putting country before party. You are all true patriots and heroes.  #GOPvotingBlue. ","1058536260711694336",NA,"65114198","everyone",FALSE,"en",2018-11-03 01:48:05,"1058536260711694336",FALSE,"Tampa Bay, Florida","https://pbs.twimg.com/profile_images/1575991686186024962/b2USEppg_normal.jpg","thegoddesscher","Fairy Grandmother🏳️‍🌈|Displaced NY'er|Retired Nurse|Cranky Old Jewess|Queen from Queens|Hot Mess|Resistor|She/Her💎🙌🦍","2009-08-12T18:23:59.000Z","Cher #JewishBalloon Tushiah",FALSE,1,0,7,0,0,"013ce98f16d55033",2970,2844,54277,46,"1540395398031986688",NA,"To all who jumped off the #TrumpTrain and changed from the Red Tide to the #BlueWave we thank you and welcome you. Thank you for putting country before party. You are all true patriots and heroes.  #GOPvotingBlue"
"34","@Womenspeakup @DanRather @gdub1972 That video made me SO 😡. Then the facts of Republicans investing in voting machines along with Ivanka getting trademarks in China on new ones? There's a reason #RedTide smells fishy.. ","1060931832718323712","511167564","900976849","everyone",FALSE,"en",2018-11-10 03:53:01,"1061104414277226497",FALSE,"Florida, Chicago","https://pbs.twimg.com/profile_images/1589709120088817664/nlsDwxnp_normal.jpg","PasteIpunk","Those who destroy each other in the name of political systems are greedy, lustful men. Their power depends on many people. Deny them yours; they are powerless.","2012-10-24T01:50:24.000Z","Pastel Punk ♏️",FALSE,0,0,4,0,0,"2d1b0aee7297f004",323,98,25247,0,NA,NA,"@Womenspeakup @DanRather @gdub1972 That video made me SO 😡. Then the facts of Republicans investing in voting machines along with Ivanka getting trademarks in China on new ones? There's a reason #RedTide smells fishy."
"35","@diamondsnjeans @lakan_katapatan @PalmerReport Maybe it's the Red Tide.. ","1062749257701167104","165172558","900976849","everyone",FALSE,"en",2018-11-14 22:32:52,"1062835787409047552",FALSE,"Florida, Chicago","https://pbs.twimg.com/profile_images/1589709120088817664/nlsDwxnp_normal.jpg","PasteIpunk","Those who destroy each other in the name of political systems are greedy, lustful men. Their power depends on many people. Deny them yours; they are powerless.","2012-10-24T01:50:24.000Z","Pastel Punk ♏️",FALSE,0,1,1,0,0,"2d1b0aee7297f004",323,98,25247,0,NA,NA,"@diamondsnjeans @lakan_katapatan @PalmerReport Maybe it's the Red Tide."
"36","It's a great day for a fish release! @DukeEnergy donated 16,000+ redfish that will be released on the west coast of #FL in the coming weeks following recent #redtide occurrence. Today's the 1st in #Pasco County. Thanks to partnership with @CCANational @MyFWClife! . https   twitter com DE_PeveetaP status 1092805811523465216 photo 1","1092805811523465216",NA,"710136819480788992","everyone",FALSE,"en",2019-02-05 15:23:03,"1092805811523465216",FALSE,"Florida, USA","https://pbs.twimg.com/profile_images/1445479762437173248/eToQVdKc_normal.jpg","Peveeta_FL","Corporate giving manager for @DukeEnergy in Florida. @UCF #AlumKnight & @UFMBA student. All tweets are my own.","2016-03-16T16:13:06.000Z","Peveeta Samuel",FALSE,3,0,8,2,0,"07d9ed1f05088001",933,405,2423,16,NA,"https://t.co/7lwlJGdoGH","It's a great day for a fish release! @DukeEnergy donated 16,000+ redfish that will be released on the west coast of #FL in the coming weeks following recent #redtide occurrence. Today's the 1st in #Pasco County. Thanks to partnership with @CCANational @MyFWClife! https://t.co/b2wmP7ChQG"
"37","There was great community support at the first fish release today! We're honored to donate 16,000+ redfish to help with recovery in red tide coastal counties with @CCANational &amp; @MyFWClife . https   twitter com DE_PeveetaP status 1092894349191512064 photo 1","1092894349191512064",NA,"710136819480788992","everyone",FALSE,"en",2019-02-05 21:14:52,"1092894349191512064",FALSE,"Florida, USA","https://pbs.twimg.com/profile_images/1445479762437173248/eToQVdKc_normal.jpg","Peveeta_FL","Corporate giving manager for @DukeEnergy in Florida. @UCF #AlumKnight & @UFMBA student. All tweets are my own.","2016-03-16T16:13:06.000Z","Peveeta Samuel",FALSE,2,2,4,4,0,"07d9ed1f05088001",933,405,2423,16,NA,"https://t.co/7lwlJGdoGH","There was great community support at the first fish release today! We're honored to donate 16,000+ redfish to help with recovery in red tide coastal counties with @CCANational &amp; @MyFWClife https://t.co/qqnzPTW8XJ"
"38","@DE_PeveetaP @CCANational @MyFWClife great job any way we can get some of those over here in the Indian River Lagoon in Stuart? Please","1092894349191512064","710136819480788992","1287238424","everyone",FALSE,"en",2019-02-06 13:52:36,"1093145436330909696",FALSE,"Fla","https://pbs.twimg.com/profile_images/1593423609967566848/-VMxqEK__normal.jpg","PelotaDawg","""Fires will be kindled to testify that two and two make four. Swords will be drawn to prove that leaves are green in summer
Question Everything
#PelotariForever","2013-03-21T23:32:36.000Z","Michel",FALSE,0,0,0,0,0,NA,566,1656,31997,21,"1565029336968749056",NA,NA
"39","@DE_PeveetaP @CCANational @MyFWClife Can’t wait for the next release at Ft DeSoto tomorrow! What beautiful fish!","1092894349191512064","710136819480788992","2634393233","everyone",FALSE,"en",2019-02-07 01:39:09,"1093323245825257473",FALSE,"Ocala, FL","https://pbs.twimg.com/profile_images/929882413458690048/eFHMzl0C_normal.jpg","SpontakSpontak","Leader of Free the Ocklawaha River Coalition for Everyone. Outdoors lover. Non-profit consultant.","2014-06-23T12:25:28.000Z","Margaret Spontak",FALSE,0,0,1,0,0,NA,351,459,770,4,NA,"https://t.co/HO6ObaLQW2",NA
"40","@UdnSpeak4me I wouldn't trust anything that Red Tide Rick has to say. Scum.. ","1095846501194985473","1918976288","826289589597982721","everyone",FALSE,"en",2019-02-14 00:51:42,"1095848018312601600",FALSE,"Florida, USA","https://pbs.twimg.com/profile_images/1207743121553006593/_JY3zw_r_normal.jpg","oldtiredfeminis","#Resist #FBR #supermajority Old  feminist, chef & bookworm. Addicted to 🆘️ news, facts and Liberal as Fuck. #Metoo #PRU NRA rating Fx #SWATT","2017-01-31T04:42:44.000Z","Janice Dominic 🌊🌊🌊❄❄",FALSE,0,0,2,0,0,"2d1b0aee7297f004",29424,28837,18042,13,NA,NA,"@UdnSpeak4me I wouldn't trust anything that Red Tide Rick has to say. Scum."
"41","@Dev0ra @KassandraSeven I dunno. They voted for red tide Rick for governor twice, then sent him to the Senate. Shooting self in foot. Not too keen on lessons learned.. ","1096028679099088896","15266000","826289589597982721","everyone",FALSE,"en",2019-02-14 13:13:45,"1096034765009010688",FALSE,"Florida, USA","https://pbs.twimg.com/profile_images/1207743121553006593/_JY3zw_r_normal.jpg","oldtiredfeminis","#Resist #FBR #supermajority Old  feminist, chef & bookworm. Addicted to 🆘️ news, facts and Liberal as Fuck. #Metoo #PRU NRA rating Fx #SWATT","2017-01-31T04:42:44.000Z","Janice Dominic 🌊🌊🌊❄❄",FALSE,0,0,0,0,0,"2d1b0aee7297f004",29424,28837,18042,13,NA,NA,"@Dev0ra @KassandraSeven I dunno. They voted for red tide Rick for governor twice, then sent him to the Senate. Shooting self in foot. Not too keen on lessons learned."
"42","@IndivisibleInFL @RonDeSantisFL @SenRickScott Well, in all fairness our dumb ass rednecks are used to being exploited by Red Tide Rick. So being exploited by Amazon isn't a big reach.. ","1099075541473394688","827901076384911362","826289589597982721","everyone",FALSE,"en",2019-02-22 23:10:48,"1099084117860409345",FALSE,"Florida, USA","https://pbs.twimg.com/profile_images/1207743121553006593/_JY3zw_r_normal.jpg","oldtiredfeminis","#Resist #FBR #supermajority Old  feminist, chef & bookworm. Addicted to 🆘️ news, facts and Liberal as Fuck. #Metoo #PRU NRA rating Fx #SWATT","2017-01-31T04:42:44.000Z","Janice Dominic 🌊🌊🌊❄❄",FALSE,0,1,1,0,0,"2d1b0aee7297f004",29424,28837,18042,13,NA,NA,"@IndivisibleInFL @RonDeSantisFL @SenRickScott Well, in all fairness our dumb ass rednecks are used to being exploited by Red Tide Rick. So being exploited by Amazon isn't a big reach."
"43","The red tide! . ","1171580312255705090",NA,"3296039808","everyone",FALSE,"en",2019-09-11 00:24:48,"1171580312255705090",FALSE,"Tampa, FL","https://pbs.twimg.com/profile_images/873227745588908032/dzfv7mBN_normal.jpg","MannoiaChris","Originally from New York City; Disabled Combat veteran, Constitutional conservative, and PROUD Trump supporter! Trump 2024!","2015-07-26T20:49:27.000Z","Conservativeguy",FALSE,0,0,0,0,0,"f385a5dfa0c1d8ca",4395,5084,89729,40,NA,NA,"The red tide! https://t.co/CUZPrbhBXp"
"44","@MistressMelee At least your here before the red tide starts 🤢. ","1237980096247541760","1065037434625363968","1141169843028316163","everyone",FALSE,"en",2020-03-12 19:03:01,"1238178702434893825",FALSE,NA,"https://pbs.twimg.com/profile_images/1141169993348014083/BLle4_zG_normal.jpg","WhereJoeGoes1","My hope is that my art will be an inspiration to others to travel, experience nature, and get out of your comfort zone.","2019-06-19T02:24:27.000Z","WhereJoeGoes",FALSE,0,0,0,0,0,"8c1a061c37aea043",276,243,3776,1,NA,"https://t.co/j5HbExoc0i","@MistressMelee At least your here before the red tide starts 🤢"
"45","I was just at the beach. Can confirm there is no red tide. . https   twitter com realDonaldTrump status 1317496034034057216","1317522719399907330",NA,"15757017","everyone",FALSE,"en",2020-10-17 17:47:49,"1317522719399907330",FALSE,"Asheville, NC","https://pbs.twimg.com/profile_images/1515491660024762371/UteQjS1M_normal.jpg","JackWhidden3","Contenting for @AshevilleCitySC. Coffee snob, FAU graduate, Aston Villa obsessed. TPA ➡ AVL","2008-08-06T23:58:54.000Z","Jack Whidden",FALSE,0,3,17,0,0,"0003df7b402165e0",2073,1767,41393,26,"1450474104881025035","https://t.co/XHXXq7SDFC","I was just at the beach. Can confirm there is no red tide. https://t.co/bysK8q9cOg"
"46","@JackWhidden3 I see Emperor Ego picked Bama tonight","1317522719399907330","15757017","1567163551","everyone",FALSE,"en",2020-10-17 17:50:19,"1317523349573087233",FALSE,"St Petersburg, FL","https://pbs.twimg.com/profile_images/1408969179642933248/k5mWPM0B_normal.jpg","c350Zee","USF alumni from a Northwestern family. Rowdies, Bolts, Bears. Beware of politics; opinions & related tweets into the void are my own. He/Him","2013-07-04T02:32:09.000Z","Carl Zee",FALSE,0,0,0,0,0,NA,381,659,34379,3,"1521808846347554816",NA,NA
"47","@JackWhidden3 Roll tide","1317522719399907330","15757017","777682319863910400","everyone",FALSE,"sv",2020-10-17 17:56:24,"1317524879038730247",FALSE,NA,"https://pbs.twimg.com/profile_images/1548882479813206016/t8mS0l7Y_normal.jpg","tannerspearman","Christian | Sports Editor, @GvilleRegister | Louisiana Tech '18 | Oklahoma State '20 | @OColly alum | Sorry for the wrestling tweets","2016-09-19T01:34:48.000Z","Tanner Spearman",FALSE,0,0,0,0,0,NA,1133,1101,150764,12,NA,"https://t.co/ZPMmKCC7uv",NA
"48","@JackWhidden3 Was gonna say, what about Crimson Tide?","1317522719399907330","15757017","2956188293","everyone",FALSE,"en",2020-10-17 18:03:46,"1317526734607089664",FALSE,NA,"https://pbs.twimg.com/profile_images/1269369918287499266/VRHg3wL5_normal.jpg","GielinorCapital","Literally just spend less money. Do it. However you can do it.","2015-01-02T06:58:36.000Z","The Post-Inflation Economy",FALSE,0,0,0,0,0,NA,78,418,3136,0,NA,"https://t.co/mDep2aJfRj",NA
"49","@iammattcote I am seeing so much red right now it’s crazy. Fertilizers, sugar, guns &amp; mining run the GOP. Algae bloom &amp; red tide will kill the fish, beaches &amp; tourists. DeSantis too busy telling businesses what they can’t do to keep own customers safe during a pandemic to notice.. ","1378797660182827011","736302092973932545","736302092973932545","everyone",FALSE,"en",2021-04-04 21:08:41,"1378816818291310594",FALSE,"San Antonio, FL","https://pbs.twimg.com/profile_images/1467974901575430145/keALqqjl_normal.jpg","SportsandRving","(Diane) Sports & Entertainment Acct. Born New England. Ret teacher to FL. Orlando Pride, NWSL, USWNT, BC Eagles, TBLightning! NonSports acct: @lfsgd_diane","2016-05-27T21:04:33.000Z","DJ Verhoest",FALSE,0,0,0,0,0,"0078551d41f411af",470,1419,27905,13,NA,NA,"@iammattcote I am seeing so much red right now it’s crazy. Fertilizers, sugar, guns &amp; mining run the GOP. Algae bloom &amp; red tide will kill the fish, beaches &amp; tourists. DeSantis too busy telling businesses what they can’t do to keep own customers safe during a pandemic to notice."
"50","Ocean fires, red tide, algae bloom, Piney Point… How’s the Florida fish @marcorubio @SenRickScott? #EyesWideOpen . https   twitter com EoinHiggins_ status 1411075158006284290","1411352153466212360",NA,"1045136112","everyone",FALSE,"en",2021-07-03 15:52:29,"1411352153466212360",FALSE,"San Antonio, Fl","https://pbs.twimg.com/profile_images/1570914858442309640/CHcBIOgg_normal.jpg","lfsgd_diane","Retired Teacher. FL via NH via MA. Equality Advocate since '68. Not stopping now. Pass the damn ERA! My Sports & entertainment Acct: @SportsandRving","2012-12-29T15:16:02.000Z","Diane Verhoest",FALSE,0,0,0,1,0,"0078551d41f411af",2130,4627,156474,96,"1144261559142748160",NA,"Ocean fires, red tide, algae bloom, Piney Point… How’s the Florida fish @marcorubio @SenRickScott? #EyesWideOpen https://t.co/A0jgT7VkEI"
"51","No Red Tide relief in sight as dead fish overwhelm St. Petersburg, #Florida 
 . https   news wjct org state news 2021 07 15 no red tide relief in sight as dead fish overwhelm st petersburg 13","1415898476056092681",NA,"790577978","everyone",FALSE,"en",2021-07-16 04:57:57,"1415898476056092681",FALSE,"Florida, USA","https://pbs.twimg.com/profile_images/1581651799785750529/8NqYHf3J_normal.jpg","johnhpoindexter","Aviation Consultant ✈️ Aircraft Trader #Pilot FAA COMM PILOT | Proud Father, Global Traveler 60+ Countries, #NBA 🏀 fan | World 🌎 Events & Geopolitics","2012-08-30T01:50:13.000Z","John Poindexter 🇺🇸 & 🇺🇦",FALSE,0,0,0,0,0,"01b3cd14363fbf47",9623,10587,20998,81,"1301355723847282690","https://t.co/9ILemubG5z","No Red Tide relief in sight as dead fish overwhelm St. Petersburg, #Florida 
 https://t.co/mo6mkzUwy1"
"52","No Florida border. Red tide, Covid kills at home. Oh. Florida taxpayer $? #DeSantisPhotoOp . https   twitter com GovRonDeSantis status 1416563871670734849","1416814289038479367",NA,"1045136112","everyone",FALSE,"en",2021-07-18 17:37:04,"1416814289038479367",FALSE,"San Antonio, Fl","https://pbs.twimg.com/profile_images/1570914858442309640/CHcBIOgg_normal.jpg","lfsgd_diane","Retired Teacher. FL via NH via MA. Equality Advocate since '68. Not stopping now. Pass the damn ERA! My Sports & entertainment Acct: @SportsandRving","2012-12-29T15:16:02.000Z","Diane Verhoest",FALSE,0,0,0,0,0,"0078551d41f411af",2130,4627,156474,96,"1144261559142748160",NA,"No Florida border. Red tide, Covid kills at home. Oh. Florida taxpayer $? #DeSantisPhotoOp https://t.co/LPVXRbwnYn"
"53","Send Abbott the bill for your trip &amp; Florida services. Florida taxpayers busy w/ red tide, Covid surge, bldgs falling, algae bloom. #Texas #FloridA . https   twitter com GovRonDeSantis status 1416549919981244419","1416880857340653573",NA,"1045136112","everyone",FALSE,"en",2021-07-18 22:01:35,"1416880857340653573",FALSE,"San Antonio, Fl","https://pbs.twimg.com/profile_images/1570914858442309640/CHcBIOgg_normal.jpg","lfsgd_diane","Retired Teacher. FL via NH via MA. Equality Advocate since '68. Not stopping now. Pass the damn ERA! My Sports & entertainment Acct: @SportsandRving","2012-12-29T15:16:02.000Z","Diane Verhoest",FALSE,0,0,0,0,0,"0078551d41f411af",2130,4627,156474,96,"1144261559142748160",NA,"Send Abbott the bill for your trip &amp; Florida services. Florida taxpayers busy w/ red tide, Covid surge, bldgs falling, algae bloom. #Texas #FloridA https://t.co/OHaalD5G0X"
"54","Like Ignore Red tide, algae bloom, Covid surges, fish kills, fertilizer plant leaks, school &amp; night club shootings, but tell businesses what they CAN’T do to protect customers. #FloridaFailingGovernors #FLORIDA . https   twitter com SenRickScott status 1416823451059372039","1416915153363390465",NA,"1045136112","everyone",FALSE,"en",2021-07-19 00:17:52,"1416915153363390465",FALSE,"San Antonio, Fl","https://pbs.twimg.com/profile_images/1570914858442309640/CHcBIOgg_normal.jpg","lfsgd_diane","Retired Teacher. FL via NH via MA. Equality Advocate since '68. Not stopping now. Pass the damn ERA! My Sports & entertainment Acct: @SportsandRving","2012-12-29T15:16:02.000Z","Diane Verhoest",FALSE,1,0,1,0,0,"0078551d41f411af",2130,4627,156474,96,"1144261559142748160",NA,"Like Ignore Red tide, algae bloom, Covid surges, fish kills, fertilizer plant leaks, school &amp; night club shootings, but tell businesses what they CAN’T do to protect customers. #FloridaFailingGovernors #FLORIDA https://t.co/YxgSomKDRy"
"55","@DavidJollyFL Florida is red in lots of ways. Red tide included. So why in Utah.. ","1420527224881651712","2178681566","1045136112","everyone",FALSE,"en",2021-07-29 05:20:41,"1420615238123200513",FALSE,"San Antonio, Fl","https://pbs.twimg.com/profile_images/1570914858442309640/CHcBIOgg_normal.jpg","lfsgd_diane","Retired Teacher. FL via NH via MA. Equality Advocate since '68. Not stopping now. Pass the damn ERA! My Sports & entertainment Acct: @SportsandRving","2012-12-29T15:16:02.000Z","Diane Verhoest",FALSE,0,0,0,0,0,"0078551d41f411af",2130,4627,156474,96,"1144261559142748160",NA,"@DavidJollyFL Florida is red in lots of ways. Red tide included. So why in Utah."
"56","@CatByDesign Brevis, the single-celled organism that triggers red tide and harms sea life and humans. The algae produces a neurotoxin that, in large quantities, triggers 'fish kills' by depriving the water of necessary oxygen.. ","1420591583926312961","1275667582083829760","1190778635332009984","everyone",FALSE,"en",2021-07-29 23:20:53,"1420887079031119872",FALSE,"#FascistFloriduh","https://pbs.twimg.com/profile_images/1190779182466445312/GKCFzApx_normal.jpg","gregdemarco1964","vigilant doubter","2019-11-02T23:52:24.000Z","Gregory Thomas",FALSE,2,1,2,1,0,"0190556f56729d0c",2002,5007,70348,6,NA,NA,"@CatByDesign Brevis, the single-celled organism that triggers red tide and harms sea life and humans. The algae produces a neurotoxin that, in large quantities, triggers 'fish kills' by depriving the water of necessary oxygen."
"57","@FaneuilHall Shopping outlet mall in FloridaBeaches are filled with red tide dead  fish. ","1421468203058749449","76212176","510755849","everyone",FALSE,"en",2021-07-31 14:51:42,"1421483716447178752",FALSE,"Earth","https://pbs.twimg.com/profile_images/484370902147424257/W6mUy5si_normal.jpeg","TallGuy_007","2 meters X 137 Kg love music out door's (youtube channel) . https://t.co/XZGoTsuZGH $surferjo :cash app","2012-03-01T19:52:36.000Z","spike",FALSE,0,0,0,0,0,"0003df7b402165e0",563,520,80994,63,"1599199168807186432","https://t.co/16SXnstngR","@FaneuilHall Shopping outlet mall in FloridaBeaches are filled with red tide dead  fish"
"58","@bblock29 #Worstgovernorever DeSantis has a platform of dead kids. Dead manatees and Red Tide.. ","1423070654014894081","1949789970","26801457","everyone",FALSE,"en",2021-08-05 02:25:33,"1423107880773881862",FALSE,"New Port Richey, FL","https://pbs.twimg.com/profile_images/1522800177383362565/DbsdTmum_normal.jpg","HappyNightOwl","❤️’s to wander the world, believes in the wonder of nature, Florida woman (very different from Florida man). Not all who wander are lost.","2009-03-26T17:39:38.000Z","Ina Bobina",FALSE,0,0,1,0,0,"00b6dd7160a5af36",277,1554,12101,6,NA,NA,"@bblock29 #Worstgovernorever DeSantis has a platform of dead kids. Dead manatees and Red Tide."
"59","@MardyKing1 Thank you!!! So happy that red tide is gone!. ","1423809811091755013","569608187","1472916036","everyone",FALSE,"en",2021-08-07 15:17:37,"1424026955159064577",FALSE,"Wesley Chapel, FL","https://pbs.twimg.com/profile_images/1271999192454569984/eUTV2QVu_normal.jpg","MichelleMovinIt","Retired Air Force MSgt, Wanna be Chef, Marathoner, Writer,  and photographer. I’d rather be at the beach-always.","2013-05-31T19:44:32.000Z","Movin'itwithMichelle",FALSE,0,0,1,0,0,"0003df7b402165e0",1468,1196,15585,48,NA,"https://t.co/WXVb0NW5wt","@MardyKing1 Thank you!!! So happy that red tide is gone!"
"60","@Joseph_Rhea Probably red tide or some crazy new tide we haven't heard of b4 lol 🙄. ","1426654564162412549","166619933","1086806768863322112","everyone",FALSE,"en",2021-08-15 00:59:18,"1426710051964833799",FALSE,"Hudson, FL","https://pbs.twimg.com/profile_images/1591858760569573378/44RxH7QJ_normal.jpg","SuperWendyWoman","Writer, Spiritual Badass","2019-01-20T02:05:00.000Z","Writer Wendy Doyle Palumbo",FALSE,0,0,1,0,0,"0190556f56729d0c",4939,5117,3611,39,"1235551353432309761","https://t.co/VlUPmz1X5S","@Joseph_Rhea Probably red tide or some crazy new tide we haven't heard of b4 lol 🙄"
"61","@tommychong @coralcrf @PonyoInu @elonmusk Yes They Are Growing Coral In glass tanks In Buildings. From Little Tiny Corals they are Growing them to restore reefs 
  But we Keep Losing them thar sea Cows. 
 About 900 a Year. @codeofvets 
 We put So Much Fertilizer on our Lawns Which run into the Coastline helping Red Tide. ","1463664723656945668","64857767","4916069896","everyone",FALSE,"en",2021-11-25 00:41:33,"1463669148765114370",FALSE,"New Port Richey, FL","https://pbs.twimg.com/profile_images/1332314278695727106/_cgUI5Iu_normal.jpg","SaysJimi","Navy1981 near Azores in 80 Oct I Brought Comm. Leading to rendelshem.England Event. NJ 1963-64 on railroadTracks I met,Jimi Hendrix weTalked Greatly of UFO 👽🐦","2016-02-15T22:07:43.000Z","LillROY Jimi Says 12",FALSE,0,1,9,0,0,"79dc2655046fbc40",754,913,15569,2,"911278327977119744",NA,"@tommychong @coralcrf @PonyoInu @elonmusk Yes They Are Growing Coral In glass tanks In Buildings. From Little Tiny Corals they are Growing them to restore reefs 
  But we Keep Losing them thar sea Cows. 
 About 900 a Year. @codeofvets 
 We put So Much Fertilizer on our Lawns Which run into the Coastline helping Red Tide"
"62","@CTVLethbridge Can't just say they lost you have to say they ""narrowly lost,"" even if it was a ripple red tide it was tiny enough to boot Nancy Pelosi out of that seat.. ","1593264802729705472","152004319","44873670","everyone",FALSE,"en",2022-11-17 15:30:05,"1593265225192595456",FALSE,"Florida, USA","https://pbs.twimg.com/profile_images/1606380696125276160/CTxWiQJw_normal.jpg","Moxi_Mimi","DAR Daughter 🇺🇲 
📜Genealogy researcher 
📷 photography 
Artist🎨

You don’t walk away from a failed coup
but they succeeded.","2009-06-05T11:40:32.000Z","🌴Ƒℓorida ʍ๏xi 🍊☀️🌺",FALSE,0,0,0,0,0,"2d1b0aee7297f004",1077,137,60711,5,NA,NA,"@CTVLethbridge Can't just say they lost you have to say they ""narrowly lost,"" even if it was a ripple red tide it was tiny enough to boot Nancy Pelosi out of that seat."
