"","text","possibly_sensitive","author_id","created_at.x","lang","id","in_reply_to_user_id","reply_settings","conversation_id","url","name","profile_image_url","verified","location","protected","description","username","created_at.y","pinned_tweet_id","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","text_with_display_links","reply.to.thread.no.term"
"1","“About 200 gallons of hydraulic oil was spilled. The leak was traced to the International Paper mill in Springfield.”
 why we must #Divest                                 Take Action: 

#StopLine3 #NoKM #NoKXL #NoDapl # #DivestStPete. https   www change org p st petersburg city council removing public funds from socially irresponsible commercial banking institutions. http   klcc org post oil spill prompts warning avoid miles long stretch mckenzie river",FALSE,"765781379418292224",2018-03-16 22:04:40,"en","974768436042715136",NA,"everyone","974768436042715136",NA,"Greenpeace St. Pete","https://pbs.twimg.com/profile_images/773487001622437889/kmw3h0r0_normal.jpg",FALSE,"Florida, USA",FALSE,"","greenpeace_dtsp","2016-08-17T05:24:43.000Z",NA,3,0,1,0,0,25,54,108,2,"“About 200 gallons of hydraulic oil was spilled. The leak was traced to the International Paper mill in Springfield.”
 why we must #Divest                                 Take Action: https://t.co/yxLx8mBEDv
https://t.co/xDj2S14P0Z
#StopLine3 #NoKM #NoKXL #NoDapl # #DivestStPete",FALSE
"2","RT @greenpeace_dtsp: “About 200 gallons of hydraulic oil was spilled. The leak was traced to the International Paper mill in Springfield.”
 why we must #Divest                                 Take Action: 

#StopLine3 #NoKM #NoKXL #NoDapl # #DivestStPete. https   www change org p st petersburg city council removing public funds from socially irresponsible commercial banking institutions. http   klcc org post oil spill prompts warning avoid miles long stretch mckenzie river",FALSE,"906874369019748357",2018-03-24 01:02:27,"en","977349892984029184",NA,"everyone","977349892984029184","https://t.co/BnqigrYNnV","Lozan","https://pbs.twimg.com/profile_images/981518522139385857/wm8w3six_normal.jpg",FALSE,"Vancouver, British Columbia",FALSE,"Author, poet, interpreter, peacekeeper, climate activist & mother. Life is too short to behave & blend in with the crowd. Make a statement & do good حرية المرأة","Lozan72","2017-09-10T13:37:53.000Z",NA,3,0,0,0,0,254,194,9700,4,"RT @greenpeace_dtsp: “About 200 gallons of hydraulic oil was spilled. The leak was traced to the International Paper mill in Springfield.”
 why we must #Divest                                 Take Action: https://t.co/yxLx8mBEDv
https://t.co/xDj2S14P0Z
#StopLine3 #NoKM #NoKXL #NoDapl # #DivestStPete",FALSE
"3","#OIL—Damn #Gazprom, building a superfluous $20 bln refinery near St. Petersburg. Don't #Russia|ns know that it's best to pipe raw bitumen across mountains, spill a 1/3 enroute and a 1/3 in the ocean, then tanker it to China. Let them deal with it. No fuss, right #KinderMorgan?. ",FALSE,"381214787",2018-04-23 07:42:40,"en","988322245310230530",NA,"everyone","988322245310230530","https://t.co/qrmJNmuj0g","Gleb Bazov","https://pbs.twimg.com/profile_images/1505304313991766028/Jeh7LkMG_normal.jpg",FALSE,"Toronto, Ontario",FALSE,"#Slavyangrad Twitter / @NuestraIraSLG #Slavyangrad Telegram / https://t.co/S78v25WM75 #Slavyangrad Website / https://t.co/qrmJNmuj0g / https://t.co/MWs0akug2Q","gbazov","2011-09-27T23:11:26.000Z","1504525945121783814",0,1,0,0,0,38534,11721,91968,568,"#OIL—Damn #Gazprom, building a superfluous $20 bln refinery near St. Petersburg. Don't #Russia|ns know that it's best to pipe raw bitumen across mountains, spill a 1/3 enroute and a 1/3 in the ocean, then tanker it to China. Let them deal with it. No fuss, right #KinderMorgan?",FALSE
"4","#OIL—We better get all our tar sands sludge out of Alberta, I guess, as soon as possible. What with even the HSBC committing to cease financing oil sands developments, along with coal burning and other advanced manufacturing processes (well except in Asia, cause just... cause).",FALSE,"381214787",2018-04-23 07:47:26,"en","988323446282076161","381214787","everyone","988322245310230530","https://t.co/qrmJNmuj0g","Gleb Bazov","https://pbs.twimg.com/profile_images/1505304313991766028/Jeh7LkMG_normal.jpg",FALSE,"Toronto, Ontario",FALSE,"#Slavyangrad Twitter / @NuestraIraSLG #Slavyangrad Telegram / https://t.co/S78v25WM75 #Slavyangrad Website / https://t.co/qrmJNmuj0g / https://t.co/MWs0akug2Q","gbazov","2011-09-27T23:11:26.000Z","1504525945121783814",0,1,0,0,0,37730,11688,91942,566,NA,TRUE
"5","@gbazov I really do love some sarcasm with my coffee. LOL You are so right...",FALSE,"711949028649340928",2018-04-23 11:43:00,"en","988382731032760320","381214787","everyone","988322245310230530",NA,"Global Village","https://pbs.twimg.com/profile_images/864042376314183680/yze37ahw_normal.jpg",FALSE,NA,FALSE,"""Every great dream begins with a dreamer.""","globalizeddem","2016-03-21T16:14:10.000Z",NA,0,0,1,0,0,127,288,1378,3,NA,TRUE
"6","A group of scientists from states bordering the #Gulf of Mexico met in St. Petersburg Wednesday to figure out ways to deal with #health problems coming from red tide and #oil spills in the Gulf. . https   wusfnews wusf usf edu post twitter may be used track lingering health problems gulf mexico",FALSE,"30710984",2019-03-28 17:10:42,"en","1111314685528293376",NA,"everyone","1111314685528293376",NA,"Queeg Rides Again","https://pbs.twimg.com/profile_images/1575703602030575624/8JJOGC7W_normal.jpg",FALSE,"Mississippi River, LA",FALSE,"The Mighty Queeg has polished his balls and is ready for battle.","QueegRides","2009-04-12T20:05:42.000Z",NA,0,0,0,0,0,1945,3098,58463,209,"A group of scientists from states bordering the #Gulf of Mexico met in St. Petersburg Wednesday to figure out ways to deal with #health problems coming from red tide and #oil spills in the Gulf. https://t.co/UVlqSOEBMT",FALSE
"7","A group of scientists from states bordering the Gulf of Mexico met in St. Petersburg Wednesday to figure out ways to deal with health problems coming from red tide and oil spills in the Gulf.  . https   www wlrn org 2019 03 27 twitter may be used to track lingering health problems in the gulf of mexico. https   twitter com NPScorp_UK status 1111646293905063936 photo 1",FALSE,"339601918",2019-03-29 15:08:24,"en","1111646293905063936",NA,"everyone","1111646293905063936","https://t.co/H1SZ6OzK07","LiquidSafetySolutions","https://pbs.twimg.com/profile_images/1357708483672571904/dlocYIO7_normal.jpg",FALSE,"Oldham, England",FALSE,"Our #OilSpill products are essential for organisations across various markets, including #marine, #aerospace, #FoodManufacture & #transport. 
#SpillControl","FyterTech_UK","2011-07-21T10:58:31.000Z","1481200803973107719",1,0,0,0,0,864,852,5324,6,"A group of scientists from states bordering the Gulf of Mexico met in St. Petersburg Wednesday to figure out ways to deal with health problems coming from red tide and oil spills in the Gulf. https://t.co/tSVKYxAlD2 https://t.co/M7RkpN96hU",FALSE
"8","RT @NPScorp_UK: A group of scientists from states bordering the Gulf of Mexico met in St. Petersburg Wednesday to figure out ways to deal with health problems coming from red tide and oil spills in the Gulf.  . https   www wlrn org 2019 03 27 twitter may be used to track lingering health problems in the gulf of mexico. https   twitter com NPScorp_UK status 1111646293905063936 photo 1",FALSE,"2803913821",2019-03-29 15:15:59,"en","1111648202493751297",NA,"everyone","1111648202493751297",NA,"Geoff Wimble","https://pbs.twimg.com/profile_images/588232081358123008/pn00dX_E_normal.jpg",FALSE,"England, United Kingdom",FALSE,"Former Canterbury  Councillor","GeoffWimble1","2014-09-11T15:34:46.000Z",NA,1,0,0,0,0,3547,4240,41457,21,"RT @NPScorp_UK: A group of scientists from states bordering the Gulf of Mexico met in St. Petersburg Wednesday to figure out ways to deal with health problems coming from red tide and oil spills in the Gulf. https://t.co/tSVKYxAlD2 https://t.co/M7RkpN96hU",FALSE
"9","Join researchers and responders as they discuss how science guides oil spill response on April 24th. This Sea Grant Oil Spill Science Outreach Program event is free and open to the public. Attend in person in St. Petersburg, Florida, or watch online.

. https   gulfseagrant org oilspilloutreach presentations how does science guide oil spill response",FALSE,"3438303297",2019-04-04 18:30:17,"en","1113871426057113600",NA,"everyone","1113871426057113600","https://t.co/y5qEHfhgBr","NASEM Gulf Research Program","https://pbs.twimg.com/profile_images/1520072752388091905/iVnF2Mie_normal.jpg",FALSE,"Washington, DC",FALSE,"The Gulf Research Program of @theNASEM funds studies, projects, & other activities at the intersections of human, environmental, and offshore energy systems.","NASEM_Gulf","2015-08-24T19:23:57.000Z",NA,7,0,5,0,0,1259,649,2106,16,"Join researchers and responders as they discuss how science guides oil spill response on April 24th. This Sea Grant Oil Spill Science Outreach Program event is free and open to the public. Attend in person in St. Petersburg, Florida, or watch online.

https://t.co/zhLfQQY077",FALSE
"10","RT @NASEM_Gulf: Join researchers and responders as they discuss how science guides oil spill response on April 24th. This Sea Grant Oil Spill Science Outreach Program event is free and open to the public. Attend in person in St. Petersburg, Florida, or watch online.

. https   gulfseagrant org oilspilloutreach presentations how does science guide oil spill response",FALSE,"3329510170",2019-04-04 19:09:08,"en","1113881203382411264",NA,"everyone","1113881203382411264",NA,"Jean May-Brett","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",FALSE,"Kenner, LA",FALSE,"","4lastem","2015-06-16T13:26:33.000Z",NA,7,0,0,0,0,102,103,2321,8,"RT @NASEM_Gulf: Join researchers and responders as they discuss how science guides oil spill response on April 24th. This Sea Grant Oil Spill Science Outreach Program event is free and open to the public. Attend in person in St. Petersburg, Florida, or watch online.

https://t.co/zhLfQQY077",FALSE
"11","RT @NASEM_Gulf: Join researchers and responders as they discuss how science guides oil spill response on April 24th. This Sea Grant Oil Spill Science Outreach Program event is free and open to the public. Attend in person in St. Petersburg, Florida, or watch online.

. https   gulfseagrant org oilspilloutreach presentations how does science guide oil spill response",FALSE,"1087763940539592705",2019-04-04 19:29:57,"en","1113886441027850241",NA,"everyone","1113886441027850241","https://t.co/mhAUjNiKWD","Environmental Law Institute, Gulf of Mexico","https://pbs.twimg.com/profile_images/1100414521271697408/Q25kiufr_normal.png",FALSE,"Washington, DC",FALSE,"Supporting public participation in restoration and recovery of the Gulf of Mexico after the Deepwater Horizon oil spill.  Retweets and likes ≠ Endorsements.","ELI_Gulf","2019-01-22T17:28:27.000Z","1100422460837646337",7,0,0,0,0,366,478,490,10,"RT @NASEM_Gulf: Join researchers and responders as they discuss how science guides oil spill response on April 24th. This Sea Grant Oil Spill Science Outreach Program event is free and open to the public. Attend in person in St. Petersburg, Florida, or watch online.

https://t.co/zhLfQQY077",FALSE
"12","RT @NASEM_Gulf: Join researchers and responders as they discuss how science guides oil spill response on April 24th. This Sea Grant Oil Spill Science Outreach Program event is free and open to the public. Attend in person in St. Petersburg, Florida, or watch online.

. https   gulfseagrant org oilspilloutreach presentations how does science guide oil spill response",FALSE,"2649213481",2019-04-04 20:23:58,"en","1113900034704252928",NA,"everyone","1113900034704252928","http://t.co/vl7IgD0B19","GulfSciConference","https://pbs.twimg.com/profile_images/1201934603356901377/jgIiOrwG_normal.png",FALSE,"Tampa, FL",FALSE,"2020: A Milestone in Gulf of Mexico Research #GoMOSES","GulfConference","2014-07-15T20:51:03.000Z","1211738904807854080",7,0,0,0,0,494,151,919,13,"RT @NASEM_Gulf: Join researchers and responders as they discuss how science guides oil spill response on April 24th. This Sea Grant Oil Spill Science Outreach Program event is free and open to the public. Attend in person in St. Petersburg, Florida, or watch online.

https://t.co/zhLfQQY077",FALSE
"13","RT @NASEM_Gulf: Join researchers and responders as they discuss how science guides oil spill response on April 24th. This Sea Grant Oil Spill Science Outreach Program event is free and open to the public. Attend in person in St. Petersburg, Florida, or watch online.

. https   gulfseagrant org oilspilloutreach presentations how does science guide oil spill response",FALSE,"1732895058",2019-04-04 20:45:08,"en","1113905363726798849",NA,"everyone","1113905363726798849","http://t.co/e7dJhd8mYu","DROPPS Consortium","https://pbs.twimg.com/profile_images/1111320864660819973/v76zJiu9_normal.jpg",FALSE,NA,FALSE,"We are a team of scientists studying the effects of oil spills in the Gulf of Mexico.","DROPPSScience","2013-09-05T19:48:02.000Z",NA,7,0,0,0,0,393,1950,870,5,"RT @NASEM_Gulf: Join researchers and responders as they discuss how science guides oil spill response on April 24th. This Sea Grant Oil Spill Science Outreach Program event is free and open to the public. Attend in person in St. Petersburg, Florida, or watch online.

https://t.co/zhLfQQY077",FALSE
"14","RT @NASEM_Gulf: Join researchers and responders as they discuss how science guides oil spill response on April 24th. This Sea Grant Oil Spill Science Outreach Program event is free and open to the public. Attend in person in St. Petersburg, Florida, or watch online.

. https   gulfseagrant org oilspilloutreach presentations how does science guide oil spill response",FALSE,"971780036368961536",2019-04-05 05:26:32,"en","1114036577402064896",NA,"everyone","1114036577402064896","https://t.co/FfxLHNVN8H","JUMSRI","https://pbs.twimg.com/profile_images/1223460491479089152/o5PpeQh9_normal.jpg",FALSE,"Jacksonville, FL",FALSE,"Marine Science Research Institute | Jacksonville University 🐬  https://t.co/03fOWE5Po1","JUMSRI2","2018-03-08T16:09:50.000Z",NA,7,0,0,0,0,203,355,663,2,"RT @NASEM_Gulf: Join researchers and responders as they discuss how science guides oil spill response on April 24th. This Sea Grant Oil Spill Science Outreach Program event is free and open to the public. Attend in person in St. Petersburg, Florida, or watch online.

https://t.co/zhLfQQY077",FALSE
"15",".@FloridaSeaGrant specialist Monica Wilson will host an oil spill response seminar April 24 in St. Petersburg. Those who respond to oil spills will get the latest scientific input at the public workshop. . https   blogs ifas ufl edu news 2019 04 10 florida sea grant specialist to conduct workshop get feedback on oil spills",FALSE,"361385033",2019-04-10 17:15:22,"en","1116026900693041153",NA,"everyone","1116026900693041153","https://t.co/lV1WJgRmW5","UF IFAS Solutions","https://pbs.twimg.com/profile_images/1504887669284765697/zN6nhbGU_normal.jpg",TRUE,"Gainesville, Florida",FALSE,"@UF's Institute of Food and Agricultural Sciences (UF/IFAS) | https://t.co/bKtWq57PLH | https://t.co/sE6K8ZwMAo…","UF_IFAS","2011-08-24T18:14:18.000Z",NA,0,0,1,0,0,12635,2427,26564,245,".@FloridaSeaGrant specialist Monica Wilson will host an oil spill response seminar April 24 in St. Petersburg. Those who respond to oil spills will get the latest scientific input at the public workshop. https://t.co/wQljcPqoFy",FALSE
"16","RT @NASEM_Gulf: Join researchers and responders as they discuss how science guides oil spill response on April 24th. This Sea Grant Oil Spill Science Outreach Program event is free and open to the public. Attend in person in St. Petersburg, Florida, or watch online.

. https   gulfseagrant org oilspilloutreach presentations how does science guide oil spill response",FALSE,"3891130972",2019-04-10 22:02:06,"en","1116099059893325829",NA,"everyone","1116099059893325829","https://t.co/yXyTP9e6yt","akaya","https://pbs.twimg.com/profile_images/1117137283281510400/aHHNRyrG_normal.png",FALSE,"Boston, MA",FALSE,"Biomimetic Remediation of water & soil. #1-performing bioremediation technology on the EPA NCPPS for effective & cost-efficient #oilspillcleanup.","akaya_co","2015-10-07T15:19:19.000Z","1150750638592204801",7,0,0,0,0,1297,879,2748,27,"RT @NASEM_Gulf: Join researchers and responders as they discuss how science guides oil spill response on April 24th. This Sea Grant Oil Spill Science Outreach Program event is free and open to the public. Attend in person in St. Petersburg, Florida, or watch online.

https://t.co/zhLfQQY077",FALSE
"17","RT @NASEM_Gulf: Join researchers and responders as they discuss how science guides oil spill response on April 24th. This Sea Grant Oil Spill Science Outreach Program event is free and open to the public. Attend in person in St. Petersburg, Florida, or watch online.

. https   gulfseagrant org oilspilloutreach presentations how does science guide oil spill response",FALSE,"3525865161",2019-04-17 17:10:22,"en","1118562355938562049",NA,"everyone","1118562355938562049",NA,"USF Sloan UCEM","https://pbs.twimg.com/profile_images/1496162650853494784/Wkmlzx0E_normal.jpg",FALSE,NA,FALSE,"","usfsloanucem","2015-09-02T18:33:52.000Z",NA,7,0,0,0,0,299,1137,2313,1,"RT @NASEM_Gulf: Join researchers and responders as they discuss how science guides oil spill response on April 24th. This Sea Grant Oil Spill Science Outreach Program event is free and open to the public. Attend in person in St. Petersburg, Florida, or watch online.

https://t.co/zhLfQQY077",FALSE
"18","1st day of school for Pinellas, school attack plot foiled, MacBook Pro banned, social media is linked to depression, Barbie going Star Wars, possible oil spill in Madeira Beach, CBS/Viacom merger, moms celebrate back to school plus Barber will be in the Ring of Honor! @FOX13News. ",FALSE,"568322556",2019-08-14 07:59:00,"en","1161547756189753344",NA,"everyone","1161547756189753344",NA,"Walter Allen FOX 13","https://pbs.twimg.com/profile_images/1592668582974029828/xwss2vw1_normal.jpg",TRUE,"Tampa, FL",FALSE,"Good Day Tampa Bay Anchor for FOX13. Happily married and Daddy to Alexandra!","WalterAllenTV","2012-05-01T14:15:44.000Z",NA,0,0,7,0,0,8345,1677,23382,146,"1st day of school for Pinellas, school attack plot foiled, MacBook Pro banned, social media is linked to depression, Barbie going Star Wars, possible oil spill in Madeira Beach, CBS/Viacom merger, moms celebrate back to school plus Barber will be in the Ring of Honor! @FOX13News",FALSE
"19","“We are appalled that the Trump administration is trying to auction off our coastal waters and public lands to oil and gas developers,” writes one St. Pete Beach couple who own a hotel.

. https   www tampabay com opinion 2019 09 10 protect floridas coasts from oil spills wednesdays letters",FALSE,"778251715011289088",2019-09-10 22:00:00,"en","1171543875493814274",NA,"everyone","1171543875493814274","https://t.co/0h6XtvJJU1","Opinion by Tampa Bay Times","https://pbs.twimg.com/profile_images/1232366331577667585/RinKNxSr_normal.jpg",TRUE,"St. Petersburg, FL",FALSE,"Come here for conversation about Florida and the Tampa Bay area. We share editorials and columns from @TB_Times. | 👋 Sound off: https://t.co/qMOOX4VkN4","TBTimes_Opinion","2016-09-20T15:17:22.000Z",NA,1,0,1,0,0,1489,339,6124,37,"“We are appalled that the Trump administration is trying to auction off our coastal waters and public lands to oil and gas developers,” writes one St. Pete Beach couple who own a hotel.

https://t.co/n9hQh5wDeG",FALSE
"20","RT @TBTimes_Opinion: “We are appalled that the Trump administration is trying to auction off our coastal waters and public lands to oil and gas developers,” writes one St. Pete Beach couple who own a hotel.

. https   www tampabay com opinion 2019 09 10 protect floridas coasts from oil spills wednesdays letters",FALSE,"257323050",2019-09-11 00:16:51,"en","1171578312256364546",NA,"everyone","1171578312256364546",NA,"Jim Verhulst","https://pbs.twimg.com/profile_images/1255479431/Verhulst_Jim_wp_10338a_normal.jpg",TRUE,"St. Petersburg, FL, USA",FALSE,"Jim Verhulst is the Sunday Perspective editor of the Tampa Bay Times. He is the Deputy Editor of Editorials and edits the op-ed page.","jimverhulst","2011-02-25T05:08:35.000Z",NA,1,0,0,0,0,820,732,6934,35,"RT @TBTimes_Opinion: “We are appalled that the Trump administration is trying to auction off our coastal waters and public lands to oil and gas developers,” writes one St. Pete Beach couple who own a hotel.

https://t.co/n9hQh5wDeG",FALSE
